,age,job,marital,education,default,housing,loan,contact,month,day_of_week
18146,42,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jul,thu
18147,37,services,married,high.school,no,no,no,cellular,may,tue
18148,39,admin.,married,university.degree,no,no,no,cellular,jul,fri
18149,39,admin.,married,university.degree,no,yes,no,cellular,aug,fri
18150,45,technician,married,high.school,no,yes,no,telephone,may,mon
18151,34,technician,divorced,professional.course,no,yes,no,cellular,aug,tue
18152,36,admin.,single,high.school,no,yes,no,cellular,apr,fri
18153,36,admin.,married,basic.6y,no,yes,no,cellular,nov,fri
18154,42,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri
18155,52,admin.,divorced,high.school,no,no,no,cellular,nov,mon
18156,35,technician,single,professional.course,no,no,no,telephone,may,thu
18157,35,management,married,university.degree,no,yes,no,cellular,nov,mon
18158,51,management,married,university.degree,no,yes,no,cellular,jul,wed
18159,57,retired,single,professional.course,no,no,no,telephone,may,tue
18160,48,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon
18161,50,retired,married,professional.course,no,yes,no,cellular,jul,fri
18162,47,blue-collar,married,basic.9y,no,unknown,unknown,cellular,jun,tue
18163,39,technician,single,high.school,no,yes,no,telephone,jun,fri
18164,28,technician,single,professional.course,no,yes,yes,cellular,jun,fri
18165,41,services,single,high.school,no,yes,yes,telephone,may,wed
18166,39,entrepreneur,married,university.degree,unknown,yes,no,cellular,may,mon
18167,50,technician,single,university.degree,no,no,no,cellular,jul,tue
18168,43,blue-collar,married,unknown,unknown,yes,no,cellular,nov,thu
18169,41,services,single,professional.course,no,yes,no,cellular,nov,tue
18170,34,technician,single,professional.course,no,yes,yes,cellular,aug,thu
18171,56,admin.,married,university.degree,no,yes,no,cellular,jul,fri
18172,44,entrepreneur,married,high.school,no,yes,no,cellular,jul,tue
18173,51,blue-collar,married,high.school,no,no,no,telephone,may,fri
18174,38,technician,married,basic.9y,no,no,no,cellular,nov,mon
18175,47,admin.,married,university.degree,unknown,no,no,telephone,jun,thu
18176,36,management,married,university.degree,no,yes,no,cellular,nov,wed
18177,34,blue-collar,married,high.school,no,no,no,telephone,may,wed
18178,47,technician,married,professional.course,no,no,no,telephone,jun,thu
18179,26,services,single,high.school,no,yes,no,telephone,jun,mon
18180,32,blue-collar,divorced,basic.9y,no,yes,yes,cellular,nov,thu
18181,34,technician,married,university.degree,no,yes,no,cellular,aug,fri
18182,35,blue-collar,married,high.school,no,yes,no,telephone,may,tue
18183,42,admin.,divorced,high.school,unknown,no,no,telephone,jun,thu
18184,32,management,single,university.degree,no,yes,no,telephone,jun,tue
18185,30,self-employed,married,professional.course,no,no,no,telephone,may,mon
18186,26,admin.,single,university.degree,no,yes,no,cellular,jul,tue
18187,34,entrepreneur,married,basic.4y,no,yes,no,telephone,may,fri
18188,34,technician,married,professional.course,no,yes,no,telephone,jul,tue
18189,92,retired,divorced,unknown,unknown,no,no,cellular,may,wed
18190,27,admin.,married,university.degree,no,yes,yes,telephone,jul,fri
18191,38,blue-collar,single,university.degree,unknown,no,no,telephone,may,tue
18192,56,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,thu
18193,44,technician,married,basic.9y,no,yes,yes,cellular,may,mon
18194,33,admin.,single,high.school,no,no,yes,telephone,jul,tue
18195,29,admin.,single,high.school,no,no,no,cellular,may,fri
18196,36,technician,married,high.school,no,no,no,cellular,nov,wed
18197,22,services,married,basic.9y,no,yes,no,cellular,jul,tue
18198,27,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed
18199,28,admin.,single,university.degree,no,no,no,cellular,aug,tue
18200,44,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu
18201,48,admin.,married,high.school,no,yes,no,telephone,may,tue
18202,45,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon
18203,32,admin.,single,high.school,no,no,no,cellular,nov,thu
18204,30,admin.,married,university.degree,no,no,no,cellular,nov,fri
18205,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue
18206,27,technician,married,professional.course,no,no,no,telephone,jul,wed
18207,58,technician,divorced,professional.course,unknown,no,no,cellular,aug,wed
18208,44,admin.,single,university.degree,no,no,no,cellular,aug,mon
18209,33,blue-collar,single,professional.course,no,no,yes,telephone,jul,fri
18210,49,admin.,divorced,high.school,no,no,no,telephone,may,fri
18211,35,unemployed,married,high.school,no,yes,no,telephone,may,fri
18212,56,technician,divorced,university.degree,unknown,yes,no,cellular,jul,thu
18213,53,services,married,university.degree,no,no,no,cellular,may,fri
18214,39,services,married,professional.course,no,no,no,cellular,nov,thu
18215,25,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue
18216,35,admin.,single,university.degree,no,yes,no,cellular,aug,tue
18217,46,admin.,married,university.degree,no,yes,no,cellular,aug,thu
18218,44,services,married,high.school,no,yes,no,telephone,jun,fri
18219,33,admin.,married,university.degree,unknown,yes,no,cellular,nov,thu
18220,37,management,married,university.degree,no,yes,no,cellular,jul,fri
18221,47,self-employed,married,university.degree,no,yes,no,cellular,aug,tue
18222,29,management,single,university.degree,no,yes,no,telephone,may,fri
18223,34,admin.,single,high.school,no,unknown,unknown,telephone,jun,wed
18224,32,self-employed,married,university.degree,unknown,no,no,cellular,jul,fri
18225,42,admin.,married,university.degree,no,yes,yes,cellular,aug,wed
18226,43,blue-collar,married,basic.9y,no,no,no,telephone,may,thu
18227,43,technician,married,professional.course,no,no,no,telephone,jun,thu
18228,52,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri
18229,57,management,married,university.degree,no,no,no,cellular,aug,tue
18230,39,admin.,married,high.school,no,no,no,cellular,may,thu
18231,40,management,married,professional.course,no,unknown,unknown,cellular,may,tue
18232,25,technician,single,professional.course,no,no,yes,telephone,jun,thu
18233,32,admin.,married,basic.9y,no,yes,no,cellular,jul,tue
18234,56,entrepreneur,divorced,university.degree,no,no,no,cellular,apr,wed
18235,57,blue-collar,divorced,professional.course,no,yes,no,telephone,may,tue
18236,21,management,single,university.degree,no,unknown,unknown,cellular,jun,tue
18237,43,management,married,unknown,no,yes,no,telephone,dec,mon
18238,27,admin.,married,university.degree,no,yes,no,cellular,jun,mon
18239,32,technician,single,professional.course,no,yes,no,cellular,may,fri
18240,36,housemaid,married,high.school,no,yes,no,telephone,jun,fri
18241,48,technician,divorced,professional.course,no,no,no,cellular,aug,tue
18242,35,technician,married,professional.course,no,yes,no,cellular,aug,mon
18243,57,entrepreneur,married,university.degree,unknown,unknown,unknown,cellular,jul,mon
18244,40,services,divorced,high.school,no,yes,no,cellular,jul,tue
18245,50,technician,divorced,university.degree,unknown,no,no,cellular,aug,mon
18246,32,technician,single,professional.course,no,no,no,cellular,may,fri
18247,24,admin.,married,unknown,no,yes,no,cellular,jul,wed
18248,36,admin.,divorced,university.degree,no,yes,no,telephone,may,thu
18249,54,admin.,married,unknown,unknown,no,no,telephone,jun,fri
18250,48,technician,married,professional.course,no,no,no,telephone,jul,thu
18251,33,technician,married,university.degree,unknown,yes,no,cellular,aug,tue
18252,31,services,married,high.school,no,yes,no,cellular,may,thu
18253,33,admin.,single,university.degree,no,no,yes,telephone,jun,fri
18254,28,technician,single,high.school,no,no,no,cellular,jul,tue
18255,70,blue-collar,married,basic.4y,no,no,yes,cellular,jun,fri
18256,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed
18257,35,self-employed,married,professional.course,no,no,no,telephone,may,fri
18258,49,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,tue
18259,35,technician,married,professional.course,no,no,no,cellular,may,wed
18260,54,management,married,university.degree,no,no,no,cellular,nov,tue
18261,31,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri
18262,45,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed
18263,37,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu
18264,46,admin.,married,high.school,no,yes,no,telephone,jun,wed
18265,35,admin.,single,basic.4y,unknown,no,no,telephone,may,mon
18266,57,technician,married,basic.4y,unknown,no,no,telephone,jun,thu
18267,41,technician,married,university.degree,no,unknown,unknown,cellular,aug,mon
18268,34,admin.,married,university.degree,no,yes,yes,cellular,nov,fri
18269,30,admin.,married,university.degree,no,yes,yes,telephone,jun,fri
18270,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu
18271,39,technician,married,unknown,no,yes,yes,cellular,may,fri
18272,58,admin.,divorced,professional.course,no,no,no,cellular,aug,wed
18273,45,blue-collar,married,basic.9y,no,yes,no,cellular,mar,tue
18274,70,technician,married,unknown,no,no,no,cellular,aug,thu
18275,35,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed
18276,35,technician,divorced,professional.course,no,no,no,cellular,aug,tue
18277,55,blue-collar,married,professional.course,no,yes,yes,cellular,may,fri
18278,36,admin.,divorced,university.degree,no,no,no,telephone,may,thu
18279,38,admin.,married,high.school,no,yes,no,cellular,aug,mon
18280,39,admin.,single,university.degree,no,yes,no,cellular,aug,thu
18281,40,blue-collar,single,basic.9y,no,unknown,unknown,cellular,nov,wed
18282,54,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue
18283,54,blue-collar,married,basic.4y,no,unknown,unknown,cellular,aug,mon
18284,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri
18285,39,blue-collar,single,basic.4y,no,no,yes,cellular,may,tue
18286,59,management,married,university.degree,no,yes,no,cellular,aug,tue
18287,37,services,married,basic.6y,no,yes,no,cellular,jul,tue
18288,32,admin.,married,high.school,no,no,no,cellular,may,thu
18289,32,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri
18290,36,management,married,university.degree,no,yes,no,cellular,may,mon
18291,36,retired,married,unknown,no,no,no,telephone,jul,thu
18292,33,services,married,basic.6y,no,yes,yes,cellular,may,tue
18293,28,admin.,single,university.degree,no,no,no,telephone,may,tue
18294,26,student,single,high.school,no,no,no,telephone,jun,wed
18295,30,admin.,married,university.degree,no,no,no,cellular,jul,fri
18296,30,services,married,basic.9y,no,no,yes,telephone,jul,thu
18297,34,admin.,married,university.degree,no,no,yes,cellular,jul,tue
18298,31,services,single,high.school,no,no,no,telephone,jul,wed
18299,48,technician,divorced,professional.course,no,yes,no,telephone,jul,thu
18300,41,management,married,unknown,no,yes,no,telephone,jun,fri
18301,29,services,married,professional.course,no,no,no,cellular,aug,tue
18302,25,student,single,high.school,no,no,no,cellular,apr,wed
18303,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu
18304,35,self-employed,married,university.degree,no,yes,no,telephone,may,wed
18305,28,admin.,single,university.degree,no,yes,no,cellular,jul,wed
18306,31,admin.,single,high.school,no,no,yes,telephone,jul,tue
18307,31,management,married,university.degree,no,no,no,cellular,aug,tue
18308,45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu
18309,38,blue-collar,divorced,basic.6y,no,yes,yes,cellular,apr,mon
18310,24,student,single,unknown,no,yes,no,cellular,sep,wed
18311,26,admin.,single,high.school,no,no,no,telephone,may,fri
18312,39,admin.,married,high.school,no,yes,no,telephone,jul,fri
18313,31,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon
18314,35,blue-collar,married,unknown,no,yes,no,telephone,may,mon
18315,29,admin.,single,university.degree,no,yes,no,telephone,may,wed
18316,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri
18317,34,admin.,single,high.school,no,no,yes,telephone,may,mon
18318,35,technician,married,professional.course,no,yes,no,cellular,aug,mon
18319,37,unemployed,married,high.school,no,yes,no,telephone,jun,tue
18320,52,admin.,married,university.degree,no,yes,no,cellular,aug,wed
18321,58,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon
18322,30,services,single,university.degree,no,yes,no,telephone,sep,mon
18323,46,technician,married,professional.course,no,no,yes,telephone,jun,mon
18324,56,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri
18325,33,technician,divorced,professional.course,no,no,no,cellular,aug,mon
18326,34,admin.,divorced,high.school,no,yes,yes,cellular,aug,fri
18327,32,admin.,married,university.degree,no,yes,no,cellular,oct,wed
18328,34,technician,married,university.degree,no,no,no,telephone,may,thu
18329,46,unemployed,married,basic.9y,unknown,no,no,cellular,aug,wed
18330,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri
18331,31,admin.,single,university.degree,unknown,no,no,cellular,aug,thu
18332,26,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue
18333,32,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed
18334,38,technician,single,professional.course,no,no,no,telephone,may,mon
18335,28,technician,single,professional.course,no,no,no,cellular,may,fri
18336,78,retired,married,high.school,no,yes,no,cellular,may,mon
18337,49,services,married,high.school,no,no,no,cellular,jul,wed
18338,50,unknown,married,basic.4y,unknown,yes,no,cellular,may,tue
18339,32,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu
18340,35,unknown,married,basic.9y,no,no,no,telephone,may,wed
18341,38,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon
18342,53,technician,married,professional.course,no,yes,no,telephone,may,wed
18343,29,admin.,single,university.degree,no,yes,no,cellular,jul,mon
18344,37,technician,single,university.degree,no,yes,no,telephone,may,tue
18345,26,services,divorced,basic.6y,no,no,no,telephone,may,thu
18346,57,technician,married,basic.9y,unknown,yes,yes,cellular,jul,thu
18347,29,admin.,married,high.school,no,no,no,cellular,jun,mon
18348,40,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu
18349,38,blue-collar,married,professional.course,no,yes,no,telephone,may,wed
18350,32,unemployed,married,university.degree,no,yes,no,cellular,aug,mon
18351,37,admin.,married,basic.6y,no,no,no,telephone,jun,fri
18352,39,blue-collar,single,university.degree,no,yes,no,cellular,may,wed
18353,55,blue-collar,married,basic.4y,no,no,no,cellular,jul,tue
18354,49,self-employed,married,university.degree,unknown,yes,no,cellular,nov,fri
18355,35,services,single,high.school,no,no,no,telephone,jun,mon
18356,68,retired,married,basic.4y,no,yes,yes,cellular,may,fri
18357,33,management,married,university.degree,no,no,no,cellular,aug,tue
18358,24,blue-collar,married,professional.course,no,no,no,cellular,jul,tue
18359,27,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu
18360,32,technician,single,university.degree,no,yes,no,cellular,aug,wed
18361,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue
18362,44,retired,single,high.school,no,no,no,cellular,aug,mon
18363,28,student,single,high.school,no,yes,yes,telephone,jun,wed
18364,45,admin.,married,basic.6y,no,no,yes,cellular,jul,fri
18365,40,management,single,high.school,no,yes,no,cellular,nov,thu
18366,46,technician,married,professional.course,no,no,no,telephone,may,mon
18367,54,management,married,university.degree,no,yes,no,cellular,nov,mon
18368,47,technician,married,professional.course,no,yes,no,cellular,aug,mon
18369,41,technician,single,professional.course,no,yes,no,telephone,may,tue
18370,29,student,single,university.degree,no,yes,no,cellular,jul,thu
18371,50,services,married,university.degree,unknown,no,no,cellular,may,tue
18372,33,self-employed,single,professional.course,no,yes,yes,telephone,oct,fri
18373,55,admin.,married,high.school,no,yes,no,cellular,aug,fri
18374,42,technician,married,professional.course,no,yes,yes,telephone,nov,mon
18375,71,retired,married,university.degree,no,no,no,cellular,apr,mon
18376,51,management,married,university.degree,unknown,no,no,cellular,jul,thu
18377,35,technician,married,professional.course,no,no,no,cellular,aug,thu
18378,33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri
18379,53,technician,married,professional.course,unknown,no,no,telephone,may,wed
18380,49,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,thu
18381,25,admin.,single,university.degree,no,no,yes,cellular,nov,mon
18382,30,technician,single,professional.course,no,no,no,cellular,sep,tue
18383,35,technician,married,professional.course,no,no,no,cellular,nov,thu
18384,25,services,single,high.school,no,no,no,telephone,jun,wed
18385,29,admin.,single,high.school,no,no,no,cellular,aug,fri
18386,56,admin.,divorced,high.school,no,no,no,cellular,nov,tue
18387,34,admin.,married,university.degree,no,no,no,cellular,may,fri
18388,33,unemployed,divorced,basic.9y,no,no,no,telephone,may,wed
18389,32,services,married,university.degree,no,no,no,telephone,jul,mon
18390,31,admin.,married,basic.9y,no,no,no,telephone,jun,thu
18391,56,services,divorced,high.school,unknown,yes,no,cellular,jul,mon
18392,29,admin.,single,high.school,no,no,no,telephone,may,thu
18393,53,technician,divorced,high.school,no,no,no,cellular,nov,thu
18394,51,unemployed,married,high.school,no,yes,no,cellular,sep,wed
18395,48,management,married,university.degree,no,yes,no,cellular,jul,mon
18396,35,technician,single,professional.course,no,yes,no,telephone,nov,fri
18397,41,admin.,married,university.degree,no,no,no,telephone,nov,tue
18398,60,admin.,married,high.school,no,yes,no,telephone,may,fri
18399,56,admin.,married,unknown,no,yes,no,cellular,aug,fri
18400,32,technician,divorced,basic.9y,no,yes,yes,cellular,may,wed
18401,57,technician,married,high.school,no,yes,no,cellular,may,mon
18402,48,management,married,university.degree,no,yes,no,cellular,aug,tue
18403,39,technician,married,professional.course,no,no,no,telephone,may,tue
18404,82,retired,single,basic.4y,no,yes,no,cellular,oct,thu
18405,48,technician,married,professional.course,no,yes,no,telephone,jun,mon
18406,30,services,married,high.school,no,no,no,cellular,jul,mon
18407,33,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,thu
18408,39,blue-collar,divorced,high.school,no,yes,yes,telephone,may,tue
18409,36,blue-collar,divorced,high.school,no,no,no,cellular,mar,mon
18410,50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon
18411,54,retired,married,basic.4y,no,yes,no,cellular,apr,fri
18412,44,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon
18413,24,services,single,high.school,no,yes,no,cellular,jul,wed
18414,50,admin.,married,basic.9y,no,unknown,unknown,cellular,aug,fri
18415,30,admin.,married,university.degree,no,yes,no,cellular,nov,thu
18416,49,retired,married,high.school,no,yes,no,cellular,jul,wed
18417,30,services,single,high.school,no,yes,no,telephone,may,wed
18418,40,unemployed,divorced,university.degree,no,no,no,cellular,nov,fri
18419,40,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon
18420,38,admin.,married,university.degree,no,yes,no,telephone,jun,thu
18421,21,blue-collar,married,basic.9y,no,no,no,cellular,may,fri
18422,33,technician,single,high.school,no,unknown,unknown,cellular,may,mon
18423,31,services,married,high.school,unknown,no,no,telephone,may,tue
18424,32,technician,married,high.school,unknown,yes,no,cellular,aug,mon
18425,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed
18426,29,services,single,high.school,unknown,yes,no,telephone,jun,fri
18427,32,admin.,single,university.degree,no,unknown,unknown,cellular,aug,fri
18428,40,services,married,high.school,no,no,no,telephone,may,fri
18429,41,services,married,high.school,no,no,no,telephone,jun,thu
18430,35,technician,married,university.degree,no,no,no,cellular,apr,thu
18431,28,technician,single,high.school,no,no,no,cellular,oct,wed
18432,39,admin.,married,university.degree,no,yes,no,telephone,may,mon
18433,29,admin.,divorced,unknown,no,no,no,cellular,jul,wed
18434,40,blue-collar,married,high.school,no,no,no,telephone,jun,fri
18435,31,admin.,married,university.degree,no,yes,no,cellular,aug,thu
18436,25,services,single,high.school,no,no,no,cellular,may,thu
18437,37,student,single,unknown,no,no,no,cellular,jun,fri
18438,36,technician,married,basic.9y,no,yes,no,cellular,may,tue
18439,35,admin.,divorced,high.school,no,yes,no,cellular,nov,tue
18440,35,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu
18441,54,retired,divorced,professional.course,no,yes,no,cellular,may,mon
18442,32,admin.,married,university.degree,no,no,yes,cellular,jun,thu
18443,39,technician,married,high.school,no,no,no,cellular,nov,fri
18444,51,admin.,married,high.school,no,yes,no,cellular,nov,fri
18445,37,technician,married,professional.course,unknown,yes,no,cellular,aug,fri
18446,40,technician,married,professional.course,no,no,no,telephone,may,tue
18447,37,technician,single,university.degree,no,no,no,cellular,may,thu
18448,24,technician,married,university.degree,no,yes,yes,cellular,sep,tue
18449,35,technician,single,university.degree,no,yes,no,cellular,aug,thu
18450,42,technician,married,basic.6y,no,no,no,telephone,jun,thu
18451,26,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon
18452,49,management,divorced,university.degree,no,no,yes,cellular,nov,wed
18453,30,technician,single,basic.9y,no,no,yes,cellular,may,mon
18454,71,retired,married,professional.course,no,no,no,cellular,apr,thu
18455,53,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed
18456,41,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu
18457,56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu
18458,56,technician,married,unknown,no,no,yes,telephone,jun,fri
18459,54,blue-collar,married,illiterate,unknown,yes,yes,cellular,jul,tue
18460,30,services,married,high.school,no,yes,no,cellular,jul,tue
18461,44,retired,married,basic.9y,no,yes,no,telephone,may,fri
18462,33,admin.,married,high.school,no,no,no,cellular,jul,wed
18463,36,services,married,basic.6y,no,yes,no,telephone,may,thu
18464,30,management,married,high.school,no,no,no,cellular,aug,mon
18465,32,management,married,university.degree,no,yes,no,cellular,aug,thu
18466,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue
18467,43,management,married,university.degree,no,yes,no,cellular,apr,mon
18468,27,admin.,single,university.degree,no,yes,no,telephone,may,mon
18469,53,admin.,married,university.degree,no,no,no,cellular,aug,thu
18470,37,admin.,married,university.degree,no,yes,no,cellular,apr,wed
18471,28,admin.,single,high.school,no,no,no,telephone,may,tue
18472,33,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri
18473,34,self-employed,single,professional.course,no,yes,no,cellular,may,fri
18474,27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu
18475,26,technician,married,professional.course,no,yes,no,telephone,jul,thu
18476,34,technician,married,high.school,no,yes,no,telephone,nov,wed
18477,26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue
18478,41,services,single,high.school,unknown,yes,no,cellular,may,mon
18479,40,admin.,married,high.school,no,yes,no,telephone,jun,tue
18480,45,blue-collar,divorced,basic.9y,no,no,yes,cellular,jul,mon
18481,55,management,single,basic.4y,no,yes,no,telephone,jun,wed
18482,42,admin.,single,high.school,no,no,no,telephone,jun,mon
18483,29,admin.,single,university.degree,no,no,no,cellular,nov,wed
18484,32,admin.,married,high.school,no,yes,no,telephone,may,mon
18485,55,retired,married,high.school,unknown,no,no,cellular,aug,mon
18486,31,admin.,married,university.degree,no,yes,no,cellular,nov,thu
18487,38,blue-collar,married,basic.4y,no,no,no,cellular,apr,tue
18488,36,admin.,married,high.school,no,yes,no,telephone,jun,wed
18489,51,management,married,university.degree,no,no,no,cellular,jul,wed
18490,59,retired,single,high.school,no,no,no,cellular,jul,thu
18491,32,self-employed,married,professional.course,no,no,yes,cellular,oct,fri
18492,31,admin.,single,university.degree,no,yes,no,telephone,oct,fri
18493,49,self-employed,divorced,unknown,unknown,no,no,cellular,apr,fri
18494,51,services,married,high.school,unknown,yes,no,telephone,jun,mon
18495,34,management,married,university.degree,no,yes,no,cellular,nov,thu
18496,38,admin.,married,university.degree,no,no,no,cellular,oct,wed
18497,50,services,divorced,basic.4y,unknown,yes,yes,telephone,may,thu
18498,44,management,single,university.degree,no,no,no,cellular,nov,tue
18499,31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed
18500,48,services,married,high.school,no,yes,no,telephone,may,thu
18501,52,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue
18502,36,technician,married,high.school,no,no,no,telephone,jun,tue
18503,40,technician,single,professional.course,unknown,yes,no,cellular,aug,thu
18504,47,admin.,married,university.degree,no,yes,no,cellular,aug,wed
18505,28,admin.,single,university.degree,no,no,no,telephone,jun,fri
18506,32,management,married,university.degree,no,no,no,cellular,nov,fri
18507,53,self-employed,married,university.degree,no,yes,no,cellular,jul,mon
18508,31,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed
18509,29,technician,married,professional.course,no,no,no,cellular,jul,mon
18510,53,self-employed,married,professional.course,no,yes,no,cellular,jul,thu
18511,34,admin.,married,high.school,no,yes,no,cellular,apr,fri
18512,51,admin.,married,professional.course,no,no,no,cellular,jul,thu
18513,30,blue-collar,single,basic.9y,no,no,yes,cellular,may,thu
18514,43,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jul,fri
18515,51,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,tue
18516,36,admin.,single,university.degree,no,no,yes,cellular,aug,fri
18517,33,technician,divorced,professional.course,no,no,no,telephone,may,tue
18518,30,admin.,single,university.degree,no,no,no,cellular,jul,mon
18519,32,entrepreneur,married,basic.6y,no,yes,no,telephone,may,wed
18520,40,entrepreneur,married,high.school,no,no,no,cellular,may,fri
18521,53,management,single,professional.course,unknown,no,no,cellular,jul,wed
18522,27,admin.,married,professional.course,no,yes,no,cellular,may,thu
18523,46,technician,married,university.degree,no,no,no,cellular,aug,fri
18524,34,blue-collar,married,basic.9y,unknown,no,yes,cellular,nov,wed
18525,39,unemployed,single,basic.9y,no,yes,no,telephone,may,mon
18526,52,services,divorced,high.school,unknown,yes,no,telephone,may,wed
18527,25,self-employed,married,university.degree,no,yes,no,cellular,jun,fri
18528,24,self-employed,single,university.degree,no,no,no,cellular,may,thu
18529,35,technician,married,professional.course,no,yes,no,cellular,sep,thu
18530,36,services,married,high.school,unknown,no,no,cellular,may,fri
18531,57,admin.,single,university.degree,no,yes,no,cellular,jul,tue
18532,39,admin.,single,professional.course,no,yes,no,cellular,may,tue
18533,88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed
18534,59,technician,married,professional.course,no,yes,no,cellular,aug,wed
18535,24,management,single,university.degree,no,yes,no,cellular,apr,thu
18536,33,management,married,basic.9y,no,yes,yes,cellular,may,wed
18537,44,admin.,single,professional.course,unknown,no,no,cellular,may,tue
18538,34,technician,married,professional.course,no,no,yes,telephone,may,fri
18539,30,technician,married,professional.course,no,yes,no,cellular,jul,mon
18540,45,admin.,married,university.degree,no,no,no,cellular,dec,thu
18541,30,technician,single,high.school,unknown,no,no,cellular,aug,mon
18542,37,admin.,single,university.degree,no,yes,yes,cellular,jun,tue
18543,34,unemployed,single,high.school,no,yes,no,cellular,may,wed
18544,34,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue
18545,47,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed
18546,38,admin.,married,basic.9y,no,yes,no,cellular,may,wed
18547,25,admin.,married,high.school,no,yes,yes,telephone,may,tue
18548,54,admin.,divorced,high.school,no,no,no,cellular,nov,fri
18549,28,services,married,high.school,no,no,no,cellular,jul,thu
18550,54,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,tue
18551,47,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,mon
18552,38,blue-collar,single,basic.9y,no,no,yes,telephone,may,tue
18553,50,blue-collar,married,basic.4y,no,yes,yes,telephone,nov,tue
18554,52,blue-collar,married,unknown,no,no,no,cellular,jul,thu
18555,37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue
18556,28,self-employed,single,high.school,no,no,no,cellular,jul,thu
18557,33,technician,divorced,high.school,no,yes,no,cellular,may,tue
18558,36,technician,single,professional.course,no,yes,no,cellular,may,mon
18559,37,blue-collar,married,professional.course,no,no,no,telephone,may,tue
18560,46,technician,divorced,university.degree,no,no,no,cellular,jul,tue
18561,33,services,married,basic.6y,no,yes,no,telephone,may,thu
18562,54,admin.,married,university.degree,no,yes,no,cellular,aug,fri
18563,43,technician,married,basic.4y,no,yes,no,telephone,may,tue
18564,33,technician,married,professional.course,no,no,no,telephone,may,wed
18565,42,entrepreneur,married,basic.9y,unknown,no,no,telephone,jun,thu
18566,36,student,single,basic.9y,unknown,yes,no,cellular,may,thu
18567,54,blue-collar,married,basic.4y,no,no,no,telephone,may,tue
18568,53,blue-collar,married,unknown,no,no,yes,cellular,jul,thu
18569,46,unknown,married,basic.4y,unknown,no,no,telephone,may,fri
